"CELL_LINE","COMPOUND_A","COMPOUND_B","MAX_CONC_A","MAX_CONC_B","IC50_A","H_A","Einf_A","IC50_B","H_B","Einf_B","SYNERGY_SCORE","QA","COMBINATION_ID"
"MDA-MB-415","Chloroquine","MTOR_1",1,10,0.063080655,1.5126255,22.72489625,1,0,100,-2.685504,1,"Chloroquine.MTOR_1"
"MDA-MB-436","Chloroquine","MTOR_1",1,10,0.060862392,1.2002684,42.35149586,1,0,100,6.221238,1,"Chloroquine.MTOR_1"
"MDA-MB-453","Chloroquine","MTOR_1",1,10,0.082786286,2.2244371,11.08926292,1,0,100,3.230917,1,"Chloroquine.MTOR_1"
"T47D","Chloroquine","MTOR_1",1,10,0.055370894,0.7529077,18.01058764,0.105675221,10,89.59995004,2.094579,1,"Chloroquine.MTOR_1"
"647-V","BCL2_BCL2L1","Cisplatin",3,3,1.295499156,3.2673042,0,2.926784636,0.7026448,25.73942808,11.01992,1,"BCL2_BCL2L1.Cisplatin"
"BFTC-905","BCL2_BCL2L1","Cisplatin",3,3,0.392189858,1.1782812,0,0.771907433,1.2143206,49.33052532,-5.124095,1,"BCL2_BCL2L1.Cisplatin"
"HT-1376","BCL2_BCL2L1","Cisplatin",3,3,1.48047121,1.0687609,0,0.443985364,2.3073341,55.24153712,6.984146,1,"BCL2_BCL2L1.Cisplatin"
"J82","BCL2_BCL2L1","Cisplatin",3,3,0.610673497,1.204187,0,3,0.8768627,56.34886351,31.30273,1,"BCL2_BCL2L1.Cisplatin"
"SW780","BCL2_BCL2L1","Cisplatin",3,0.3,3,0.9005147,9.55874594,0.014065028,1.0891981,24.43772404,15.65187,1,"BCL2_BCL2L1.Cisplatin"
"T-24","BCL2_BCL2L1","Cisplatin",3,0.3,2.714608,10,0,0.3,10,92.00018304,0.2161025,1,"BCL2_BCL2L1.Cisplatin"
"UM-UC-3","BCL2_BCL2L1","Cisplatin",3,3,1.421955457,2.6584826,0,0.218740841,1.0658693,53.13301574,3.719,1,"BCL2_BCL2L1.Cisplatin"
"VM-CUB-1","BCL2_BCL2L1","Cisplatin",3,3,1.257057077,10,27.2878696,3,0.6873066,67.97350859,-2.583872,1,"BCL2_BCL2L1.Cisplatin"
"647-V","Cisplatin","EG5",0.003,3,0.002075443,5.0643113,0,1.161454974,10,9.79317628,-32.67052,1,"Cisplatin.EG5"
"BFTC-905","Cisplatin","EG5",0.003,3,0.001874203,2.8882031,0,0.528916462,1.3398008,0,6.709711,1,"Cisplatin.EG5"
"HT-1197","Cisplatin","EG5",3,3,3e-04,0.1,23.63710286,0.465917302,0.4593499,0,11.70414,1,"Cisplatin.EG5"
"HT-1376","Cisplatin","EG5",0.1,3,0.00166624,3.6572517,28.92236414,0.778401601,0.7727808,0,5.628993,1,"Cisplatin.EG5"
"J82","Cisplatin","EG5",3,3,3e-04,0.1273958,0,0.360005507,1.2879276,2.47321546,16.38855,1,"Cisplatin.EG5"
"SW780","Cisplatin","EG5",0.003,3,0.003,0.9753492,79.48086532,1.240634705,3.9372973,67.62932686,-1.343448,1,"Cisplatin.EG5"
"T-24","Cisplatin","EG5",3,3,3e-04,1.0611441,1.15284342,2.430951084,4.5612716,0,0.8269867,1,"Cisplatin.EG5"
"TCCSUP","Cisplatin","EG5",0.003,3,0.002668975,10,0,0.519241986,1.8328301,9.40616087,-7.921122,1,"Cisplatin.EG5"
"UM-UC-3","Cisplatin","EG5",0.003,3,0.003,1.906779,43.11797582,1.255372506,2.4840036,0,-3.383926,1,"Cisplatin.EG5"
"647-V","Cisplatin","MTOR_1",1,3,0.580268108,0.969086,0,1.179883698,2.6798636,0,4.120029,1,"Cisplatin.MTOR_1"
"BFTC-905","Cisplatin","MTOR_1",3,3,0.164171842,1.2131984,20.73264834,0.410724978,1.1153165,0,17.59448,1,"Cisplatin.MTOR_1"
"HT-1197","Cisplatin","MTOR_1",3,3,1.008187815,1.1353176,26.45243697,0.630179364,0.9513453,21.40692054,13.40634,1,"Cisplatin.MTOR_1"
"HT-1376","Cisplatin","MTOR_1",3,3,0.666409238,0.9344588,20.17531593,1.718904067,0.9565043,0,-5.938864,1,"Cisplatin.MTOR_1"
"J82","Cisplatin","MTOR_1",3,3,0.70593389,0.7401345,0,0.39772116,1.0203019,0,10.86371,1,"Cisplatin.MTOR_1"
"SW780","Cisplatin","MTOR_1",3,3,0.519144059,1.9768669,29.08455449,1.11299117,10,71.79860574,-3.200895,1,"Cisplatin.MTOR_1"
"T-24","Cisplatin","MTOR_1",3,3,0.75439654,2.2298981,11.47937344,2.231940175,3.0242095,0,-0.6746627,1,"Cisplatin.MTOR_1"
"TCCSUP","Cisplatin","MTOR_1",1,3,0.422470815,1.4762165,41.69425066,0.533433494,2.604837,14.8284733,15.3747,1,"Cisplatin.MTOR_1"
"UM-UC-3","Cisplatin","MTOR_1",1,3,0.388704478,10,69.89762979,1.351330967,2.7830564,0,13.19122,1,"Cisplatin.MTOR_1"
"VM-CUB-1","Cisplatin","MTOR_1",1,3,0.296097459,1.5959569,34.98507769,2.129012448,2.1089671,0,0.7612865,1,"Cisplatin.MTOR_1"
"C32","CSNK2A1","IGFR_2",10,0.3,1.440333598,1.6734742,0,0.059871589,1.9167706,3.70367545,-33.18024,1,"CSNK2A1.IGFR_2"
"COLO-205","CSNK2A1","IGFR_2",10,0.03,0.614889836,2.2381472,0.83400382,0.004264861,1.6685739,0,-16.7714,1,"CSNK2A1.IGFR_2"
"HT-29","CSNK2A1","IGFR_2",10,0.03,0.287424463,2.1821033,6.28537424,0.007190995,2.4334643,5.27750093,-20.47638,1,"CSNK2A1.IGFR_2"
"LS-513","CSNK2A1","IGFR_2",10,0.3,0.424898576,2.1451498,3.4528696,0.05256806,1.6667091,3.91864755,16.97129,1,"CSNK2A1.IGFR_2"
"NCI-H747","CSNK2A1","IGFR_2",10,0.3,1.305326665,0.4815696,35.51339902,0.008190528,10,24.4662604,11.12965,1,"CSNK2A1.IGFR_2"
"RKO","CSNK2A1","IGFR_2",10,0.03,2.124450643,4.0860033,2.82935689,0.0080367,10,0,-14.26603,1,"CSNK2A1.IGFR_2"
"SW48","CSNK2A1","IGFR_2",10,0.03,0.232320438,2.1921185,3.81202487,0.001896653,2.5183906,0,-4.372826,1,"CSNK2A1.IGFR_2"
"SW620","CSNK2A1","IGFR_2",3,0.03,1.215723559,10,21.89067044,0.00418619,4.0440605,8.65779309,4.262398,1,"CSNK2A1.IGFR_2"
"SW837","CSNK2A1","IGFR_2",10,0.03,2.206700647,0.8435922,0,0.005343099,2.5259768,14.01618927,-19.1676,1,"CSNK2A1.IGFR_2"
"SW948","CSNK2A1","IGFR_2",10,0.03,1.474387576,0.7324738,15.72747381,0.008129967,1.7592193,0,12.43234,1,"CSNK2A1.IGFR_2"
"C32","CSNK2A1","PARP1",10,0.3,4.968927282,1.6282973,0,0.061281517,2.396942,4.95829218,-0.8566367,1,"CSNK2A1.PARP1"
"COLO-205","CSNK2A1","PARP1",10,0.03,2.91812839,2.2396129,9.77534801,0.00609715,2.5805033,0.24479147,-0.2139103,1,"CSNK2A1.PARP1"
"HT-29","CSNK2A1","PARP1",10,0.03,10,0.1989002,69.12213454,0.007298461,1.9430948,0,-14.51211,1,"CSNK2A1.PARP1"
"LS-513","CSNK2A1","PARP1",10,0.3,8.177988557,1.1746532,17.59968462,0.057524549,2.6339453,6.91817217,-5.148935,1,"CSNK2A1.PARP1"
"NCI-H747","CSNK2A1","PARP1",10,0.3,6.76821922,0.3419227,0,0.005212081,5.6348722,27.19765989,-20.64025,1,"CSNK2A1.PARP1"
"SW48","CSNK2A1","PARP1",10,0.03,6.271273148,1.4714318,0,0.002197422,3.4250654,0.30636859,14.67834,1,"CSNK2A1.PARP1"
"SW620","CSNK2A1","PARP1",3,0.03,3,0.5366216,73.06833192,0.005074062,3.2493315,0.40200092,13.24935,1,"CSNK2A1.PARP1"
"SW837","CSNK2A1","PARP1",10,0.03,2.146456946,2.4625167,6.5004861,0.008596482,10,18.59961073,-14.16166,1,"CSNK2A1.PARP1"
"SW948","CSNK2A1","PARP1",10,0.03,10,1.541349,12.25419256,0.008675748,2.8322655,5.28202298,-10.54357,1,"CSNK2A1.PARP1"
"C32","CSNK2A1","PARP1_2",10,0.3,10,0.9376109,3.73133948,0.065154242,1.6278963,0,0.09670651,1,"CSNK2A1.PARP1_2"
"COLO-205","CSNK2A1","PARP1_2",10,0.03,6.735155501,2.6267094,0,0.004834966,1.8699557,0,5.678574,1,"CSNK2A1.PARP1_2"
"HT-29","CSNK2A1","PARP1_2",10,0.03,0.001,0.1,81.6214797,0.00677865,2.2038547,0.86825953,-2.592092,1,"CSNK2A1.PARP1_2"
"LS-513","CSNK2A1","PARP1_2",10,0.3,10,0.6210003,18.13902082,0.064159484,2.0722031,4.41318422,-7.706991,1,"CSNK2A1.PARP1_2"
"NCI-H747","CSNK2A1","PARP1_2",10,0.3,3.326746636,3.5267274,55.8091102,0.005931344,2.9415871,24.52437741,-8.375661,1,"CSNK2A1.PARP1_2"
"SW48","CSNK2A1","PARP1_2",10,0.03,8.90050541,0.748799,0,0.001716367,2.539056,0,1.692201,1,"CSNK2A1.PARP1_2"
"SW620","CSNK2A1","PARP1_2",10,0.03,2.019259698,10,87.38600495,0.004722762,2.6760904,0,14.74582,1,"CSNK2A1.PARP1_2"
"SW837","CSNK2A1","PARP1_2",10,0.03,9.38628552,0.9684742,0,0.004722591,2.7463475,16.45204752,-37.71292,1,"CSNK2A1.PARP1_2"
"SW948","CSNK2A1","PARP1_2",10,0.03,10,0.860458,5.40158105,0.007327175,1.5550917,0,-24.81034,1,"CSNK2A1.PARP1_2"
"C32","CSNK2A1","PIK3CA_2",10,0.3,1.196885158,2.1730963,6.04212605,0.07664741,1.8392765,0,-22.17467,1,"CSNK2A1.PIK3CA_2"
"COLO-205","CSNK2A1","PIK3CA_2",10,0.03,1.471916224,2.5272683,10.32728262,0.004309151,2.5705271,0.44860566,-29.11254,1,"CSNK2A1.PIK3CA_2"
"HT-29","CSNK2A1","PIK3CA_2",10,0.03,1.086388948,3.3586463,11.9376174,0.009164794,1.8476294,0,-1.742834,1,"CSNK2A1.PIK3CA_2"
"LS-513","CSNK2A1","PIK3CA_2",10,0.3,2.590435487,1.9133685,2.10510893,0.054556706,2.0383265,4.91789922,-0.5214148,1,"CSNK2A1.PIK3CA_2"
"SW48","CSNK2A1","PIK3CA_2",10,0.03,0.437795594,0.8405916,4.24463877,0.002015356,2.4712919,0,-6.181712,1,"CSNK2A1.PIK3CA_2"
"SW620","CSNK2A1","PIK3CA_2",3,0.03,1.081039978,0.6262193,72.74031109,0.005029104,2.9017669,0.13412579,-3.777194,1,"CSNK2A1.PIK3CA_2"
"SW948","CSNK2A1","PIK3CA_2",10,0.03,1.337815208,3.1825157,5.57339211,0.010015249,10,7.89840785,-7.314353,1,"CSNK2A1.PIK3CA_2"
"C32","CSNK2A1","PIK3CB",10,0.3,10,0.7755207,56.35313496,0.061665239,2.6370639,7.23480745,-2.540289,1,"CSNK2A1.PIK3CB"
"HT-29","CSNK2A1","PIK3CB",10,0.03,0.124325597,0.1,75.94241135,0.005708892,1.3906263,0,-0.2504576,1,"CSNK2A1.PIK3CB"
"LS-513","CSNK2A1","PIK3CB",10,0.3,10,10,59.80005684,0.058085493,2.4426467,5.2590315,0.5125881,1,"CSNK2A1.PIK3CB"
"NCI-H747","CSNK2A1","PIK3CB",10,0.3,10,0.3381435,53.71286571,0.005335188,1.9342339,20.1649934,7.911544,1,"CSNK2A1.PIK3CB"
"SW48","CSNK2A1","PIK3CB",10,0.03,6.583941649,2.003679,0,0.00344642,3.1211015,0,29.45296,1,"CSNK2A1.PIK3CB"
"SW620","CSNK2A1","PIK3CB",10,0.03,0.093671746,10,94.37506952,0.004266749,2.5023803,0,-3.40028,1,"CSNK2A1.PIK3CB"
"SW837","CSNK2A1","PIK3CB",10,0.03,1,0,100,0.007536234,5.4808331,16.35790915,-1.988998,1,"CSNK2A1.PIK3CB"
"SW948","CSNK2A1","PIK3CB",10,0.03,0.272093478,10,94.63306245,0.010241065,2.921603,3.18923903,29.87698,1,"CSNK2A1.PIK3CB"
"C32","CSNK2A1","PTK2_2",10,0.3,0.455995567,1.5124453,89.72807428,0.061810047,2.6217876,5.45048547,6.700436,1,"CSNK2A1.PTK2_2"
"COLO-205","CSNK2A1","PTK2_2",3,0.03,0.984707016,10,73.99960973,0.004342508,2.0568993,2.8394075,15.2234,1,"CSNK2A1.PTK2_2"
"HT-29","CSNK2A1","PTK2_2",10,0.03,5.490316872,1.2638139,0,0.009167057,10,6.19915935,-14.94626,1,"CSNK2A1.PTK2_2"
"LS-513","CSNK2A1","PTK2_2",3,0.3,3,1.2595718,38.52639936,0.072154388,2.0617299,2.99215777,23.27103,1,"CSNK2A1.PTK2_2"
"NCI-H747","CSNK2A1","PTK2_2",3,0.3,0.543158918,10,85.78530361,0.005818956,4.3659851,28.93491389,-3.483939,1,"CSNK2A1.PTK2_2"
"SW48","CSNK2A1","PTK2_2",1,0.03,1,0.1765319,77.45751,0.002108954,2.8278792,0,2.958567,1,"CSNK2A1.PTK2_2"
"SW620","CSNK2A1","PTK2_2",1,0.03,1,0,100,0.00471568,3.2805767,2.85972987,-4.056737,1,"CSNK2A1.PTK2_2"
"SW837","CSNK2A1","PTK2_2",10,0.03,1.618760364,1.451429,31.24438058,0.00586628,3.0211946,16.03063209,-24.49167,1,"CSNK2A1.PTK2_2"
"SW948","CSNK2A1","PTK2_2",3,0.03,3,0.2249432,55.87087575,0.008295983,1.6085673,0,-13.79427,1,"CSNK2A1.PTK2_2"
"C32","CSNK2A1","TNFSF10",0.1,0.3,0.006632946,1.2083047,26.99426705,0.071305134,1.701845,0,5.814376,1,"CSNK2A1.TNFSF10"
"COLO-205","CSNK2A1","TNFSF10",0.01,0.03,0.002721298,10,3.59911821,0.005514894,2.2511825,0,-7.953883,1,"CSNK2A1.TNFSF10"
"HT-29","CSNK2A1","TNFSF10",0.1,0.03,1,0,100,0.009414477,10,6.09910847,18.06865,1,"CSNK2A1.TNFSF10"
"LS-513","CSNK2A1","TNFSF10",0.1,0.3,0.013565433,2.0824929,0,0.053049746,1.8056222,2.96429181,3.837682,1,"CSNK2A1.TNFSF10"
"SW48","CSNK2A1","TNFSF10",0.03,0.03,0.010580119,1.2319917,0,0.001961406,2.5378388,0,-5.899341,1,"CSNK2A1.TNFSF10"
"SW620","CSNK2A1","TNFSF10",0.1,0.03,0.051160588,1.1295559,58.82780933,0.00494135,2.2945191,0,81.80206,1,"CSNK2A1.TNFSF10"
"SW948","CSNK2A1","TNFSF10",0.03,0.03,0.013535938,10,45.88108205,0.010811802,3.3119292,5.38970036,0.6829331,1,"CSNK2A1.TNFSF10"
"A549","BCL2_2","CSNK2A1_2",0.1,3,0.01597295,4.1224742,7.32007607,1,0,100,-2.449882,1,"BCL2_2.CSNK2A1_2"
"Calu-3","BCL2_2","CSNK2A1_2",0.03,3,0.013033635,10,46.98730226,1.084225949,4.033665,94.51111515,-24.9075,1,"BCL2_2.CSNK2A1_2"
"Calu-6","BCL2_2","CSNK2A1_2",0.03,3,0.010731429,1.7241196,6.55067976,1,0,100,5.446761,1,"BCL2_2.CSNK2A1_2"
"DMS-114","BCL2_2","CSNK2A1_2",0.03,3,0.009194485,10,17.09936215,3e-04,0.1,90.35976502,-19.04842,1,"BCL2_2.CSNK2A1_2"
"NCI-H1299","BCL2_2","CSNK2A1_2",0.1,3,0.033221418,1.7238718,0.94799812,3,10,92.0000542,1.33076,1,"BCL2_2.CSNK2A1_2"
"NCI-H1437","BCL2_2","CSNK2A1_2",0.1,3,0.009746086,4.2488842,13.82194697,3e-04,0.1,83.97673718,-2.842042,1,"BCL2_2.CSNK2A1_2"
"NCI-H1703","BCL2_2","CSNK2A1_2",0.1,3,0.011255879,3.4425572,10.68272185,1,0,100,-0.9201489,1,"BCL2_2.CSNK2A1_2"
"NCI-H1793","BCL2_2","CSNK2A1_2",0.1,3,0.009803453,1.9712171,7.99652065,3e-04,0.1,87.93235528,24.2386,1,"BCL2_2.CSNK2A1_2"
"NCI-H1975","BCL2_2","CSNK2A1_2",0.03,3,0.020764875,2.1769971,0,1,0,100,7.957699,1,"BCL2_2.CSNK2A1_2"
"NCI-H2085","BCL2_2","CSNK2A1_2",0.03,3,0.007722337,1.7494602,28.44172916,1,0,100,6.253156,1,"BCL2_2.CSNK2A1_2"
"NCI-H2170","BCL2_2","CSNK2A1_2",0.03,3,0.006493891,2.2596626,14.33690889,1.171277288,9.8261685,93.69938877,-7.517408,1,"BCL2_2.CSNK2A1_2"
"NCI-H2228","BCL2_2","CSNK2A1_2",0.1,3,0.068404669,1.0582426,0,3e-04,0.1,86.04481972,21.59894,1,"BCL2_2.CSNK2A1_2"
"NCI-H2291","BCL2_2","CSNK2A1_2",0.01,3,0.002781075,1.326702,14.42755227,3,10,84.00098214,0.2391774,1,"BCL2_2.CSNK2A1_2"
"NCI-H23","BCL2_2","CSNK2A1_2",0.1,3,0.006813264,1.2722042,6.46833235,3,0.2934642,58.08626798,-3.084897,1,"BCL2_2.CSNK2A1_2"
"NCI-H358","BCL2_2","CSNK2A1_2",0.1,3,0.012231047,3.3607837,13.89715361,1,0,100,11.23512,1,"BCL2_2.CSNK2A1_2"
"NCI-H520","BCL2_2","CSNK2A1_2",0.03,3,0.006606076,1.112883,9.77296305,3e-04,0.1,91.1747793,5.42029,1,"BCL2_2.CSNK2A1_2"
"NCI-H522","BCL2_2","CSNK2A1_2",0.03,3,0.003271319,10,8.14930815,2.999253818,10,70.43684325,-18.02404,1,"BCL2_2.CSNK2A1_2"
"NCI-H838","BCL2_2","CSNK2A1_2",0.1,3,0.006132935,3.0129248,7.0747419,1,0,100,5.474738,1,"BCL2_2.CSNK2A1_2"
"SW900","BCL2_2","CSNK2A1_2",0.01,3,0.002995789,2.8336172,31.52321426,1,0,100,5.197382,1,"BCL2_2.CSNK2A1_2"
"A549","CSNK2A1_2","MET_ALK",3,0.1,2.184642292,4.5095532,0,0.015027503,4.2725592,7.69699249,23.81804,1,"CSNK2A1_2.MET_ALK"
"Calu-3","CSNK2A1_2","MET_ALK",3,0.03,3,10,84.20082678,0.029368369,10,0,-3.407816,1,"CSNK2A1_2.MET_ALK"
"Calu-6","CSNK2A1_2","MET_ALK",3,0.03,1,0,100,0.009689986,2.1514157,12.50935901,44.45668,1,"CSNK2A1_2.MET_ALK"
"DMS-114","CSNK2A1_2","MET_ALK",3,0.03,1.370960317,0.8258025,0,0.00657236,2.7602605,14.7039844,-11.57893,1,"CSNK2A1_2.MET_ALK"
"NCI-H1299","CSNK2A1_2","MET_ALK",3,0.1,1.954452491,1.5557574,0,0.028466108,2.0950023,7.21266713,50.13269,1,"CSNK2A1_2.MET_ALK"
"NCI-H1437","CSNK2A1_2","MET_ALK",3,0.1,2.499101521,2.8085403,0,0.010098252,3.5745792,12.03628686,29.12093,1,"CSNK2A1_2.MET_ALK"
"NCI-H1563","CSNK2A1_2","MET_ALK",3,0.03,2.807475121,10,0,0.009972864,1.2470972,0,48.02403,1,"CSNK2A1_2.MET_ALK"
"NCI-H1703","CSNK2A1_2","MET_ALK",3,0.1,1.628265185,1.6301873,0,0.011183081,3.2738354,11.22438208,23.52727,1,"CSNK2A1_2.MET_ALK"
"NCI-H1793","CSNK2A1_2","MET_ALK",3,0.1,2.37497002,1.4158272,0,0.010538187,1.6803132,6.63478126,30.47818,1,"CSNK2A1_2.MET_ALK"
"NCI-H1975","CSNK2A1_2","MET_ALK",3,0.03,1.938797143,1.3807862,35.34622607,0.021592384,2.3423924,0,12.15308,1,"CSNK2A1_2.MET_ALK"
"NCI-H2085","CSNK2A1_2","MET_ALK",3,0.03,1.121545042,0.5394602,75.57245876,0.005562604,1.4772328,24.13231524,-2.000552,1,"CSNK2A1_2.MET_ALK"
"NCI-H2170","CSNK2A1_2","MET_ALK",3,0.03,1.417045781,2.9429464,0,0.00578677,3.2403444,17.49195285,0.1312829,1,"CSNK2A1_2.MET_ALK"
"NCI-H2228","CSNK2A1_2","MET_ALK",3,0.1,0.287302871,0.3156361,0,0.062454327,0.9510722,0,21.82208,1,"CSNK2A1_2.MET_ALK"
"NCI-H2291","CSNK2A1_2","MET_ALK",3,0.01,2.222619233,1.8149075,0,0.002328185,1.7813987,20.07701266,-3.462156,1,"CSNK2A1_2.MET_ALK"
"NCI-H23","CSNK2A1_2","MET_ALK",3,0.1,0.465792801,3.5057886,46.85947517,0.008669204,2.1499483,13.63659577,16.3355,1,"CSNK2A1_2.MET_ALK"
"NCI-H3122","CSNK2A1_2","MET_ALK",3,0.1,0.185291843,2.0101938,0,0.00784736,3.3723708,2.34421327,18.32895,1,"CSNK2A1_2.MET_ALK"
"NCI-H358","CSNK2A1_2","MET_ALK",3,0.1,0.448349849,2.2847885,36.09116837,0.011454658,3.6006629,16.36556795,9.779493,1,"CSNK2A1_2.MET_ALK"
"NCI-H520","CSNK2A1_2","MET_ALK",3,0.03,0.829053848,1.4367258,48.95384442,0.006533649,1.4241337,18.41680192,5.683566,1,"CSNK2A1_2.MET_ALK"
"NCI-H838","CSNK2A1_2","MET_ALK",3,0.1,1.483830078,2.8162955,0,0.007209673,2.6712294,6.61503937,15.5549,1,"CSNK2A1_2.MET_ALK"
"SW900","CSNK2A1_2","MET_ALK",3,0.01,1.17936498,1.9043208,46.35386075,0.002956769,2.5179563,30.50690922,1.739119,1,"CSNK2A1_2.MET_ALK"
"BT-20","CSNK2A1_2","MTOR_1",1,0.1,0.095389686,1.813251,32.68615237,0.010882962,1.9954338,7.83915057,21.8607,1,"CSNK2A1_2.MTOR_1"
"CAMA-1","CSNK2A1_2","MTOR_1",1,1,0.178837828,1.4115453,30.50308419,1e-04,0.1,93.20204598,14.68291,1,"CSNK2A1_2.MTOR_1"
"EVSA-T","CSNK2A1_2","MTOR_1",1,10,0.202180837,2.6927365,12.38717634,3.295914473,10,10.59864635,-21.77321,1,"CSNK2A1_2.MTOR_1"
"HCC1187","CSNK2A1_2","MTOR_1",1,0.1,0.107588444,1.2757727,31.50406905,0.006992201,1.4904759,8.32417674,-17.85053,1,"CSNK2A1_2.MTOR_1"
"HCC1395","CSNK2A1_2","MTOR_1",1,0.1,0.257933101,10,82.7956329,0.00602753,3.0257651,6.0826145,-0.3995426,1,"CSNK2A1_2.MTOR_1"
"HCC1419","CSNK2A1_2","MTOR_1",1,0.1,0.155986401,2.4206838,28.04771895,0.003966465,1.2412915,22.04651265,6.659667,1,"CSNK2A1_2.MTOR_1"
"HCC1569","CSNK2A1_2","MTOR_1",1,0.1,0.137607883,0.4115038,3.20888769,0.002211872,1.3526293,20.11370931,-3.103391,1,"CSNK2A1_2.MTOR_1"
"HCC1954","CSNK2A1_2","MTOR_1",1,0.1,0.053203763,0.8637359,8.35545977,0.013821224,1.2624399,0,-5.973607,1,"CSNK2A1_2.MTOR_1"
"HCC70","CSNK2A1_2","MTOR_1",1,0.1,1e-04,0.1,38.08682184,0.017747337,1.3267787,8.90731284,92.64962,1,"CSNK2A1_2.MTOR_1"
"MDA-MB-157","CSNK2A1_2","MTOR_1",1,0.1,0.277683516,0.6030694,0,0.010164771,1.1736033,0,3.4717,1,"CSNK2A1_2.MTOR_1"
"MDA-MB-361","CSNK2A1_2","MTOR_1",1,0.1,0.181599786,1.7002713,44.85993193,1,0,100,18.56421,1,"CSNK2A1_2.MTOR_1"
"MDA-MB-415","CSNK2A1_2","MTOR_1",1,0.1,0.079266912,1.3716857,26.52247196,0.018078778,1.5294359,7.9569715,2.753145,1,"CSNK2A1_2.MTOR_1"
"MDA-MB-436","CSNK2A1_2","MTOR_1",1,0.1,0.088458684,1.2344091,44.83345742,0.009088183,2.0969059,24.90369196,15.92004,1,"CSNK2A1_2.MTOR_1"
"MDA-MB-453","CSNK2A1_2","MTOR_1",1,0.1,0.07066719,1.9803949,10.91791271,0.017193854,2.0074262,10.29386562,-5.44631,1,"CSNK2A1_2.MTOR_1"
"T47D","CSNK2A1_2","MTOR_1",1,0.1,0.065328035,1.3903185,22.98532653,0.009979413,1.5331794,21.06163467,20.04186,1,"CSNK2A1_2.MTOR_1"
"BT-20","CSNK2A1_2","PIK3C",3,0.1,1.633365736,0.8194716,0,0.009016143,1.588415,5.99027446,2.136578,1,"CSNK2A1_2.PIK3C"
"BT-474","CSNK2A1_2","PIK3C",3,0.1,0.438963482,1.764035,0.78828079,0.007685489,2.2346471,19.54145719,1.985307,1,"CSNK2A1_2.PIK3C"
"CAMA-1","CSNK2A1_2","PIK3C",3,1,1.518442868,1.4993694,0,1,0,100,6.08309,1,"CSNK2A1_2.PIK3C"
"EVSA-T","CSNK2A1_2","PIK3C",3,10,0.446747709,1.7733209,3.86061578,5.223484102,3.3373994,0,-2.183516,1,"CSNK2A1_2.PIK3C"
"HCC1187","CSNK2A1_2","PIK3C",3,0.1,0.407028699,0.7612034,11.48903021,0.008662127,2.1950076,11.77668295,11.31618,1,"CSNK2A1_2.PIK3C"
"HCC1419","CSNK2A1_2","PIK3C",3,0.1,0.632011591,0.8353442,4.36144594,0.005338025,1.3997269,21.0779573,29.14609,1,"CSNK2A1_2.PIK3C"
"HCC1569","CSNK2A1_2","PIK3C",3,0.1,1.113536359,0.5069878,0,0.003483675,1.8558627,23.70563898,27.0082,1,"CSNK2A1_2.PIK3C"
"HCC1954","CSNK2A1_2","PIK3C",3,0.1,1.043682761,3.4201958,12.39642295,0.02068697,3.0671714,3.97987753,23.81569,1,"CSNK2A1_2.PIK3C"
"MDA-MB-157","CSNK2A1_2","PIK3C",3,0.1,3,0.3858026,13.74071976,0.011833493,1.2434981,1.07753076,16.18694,1,"CSNK2A1_2.PIK3C"
"MDA-MB-361","CSNK2A1_2","PIK3C",3,0.1,0.29721488,0.7841293,0,1e-05,0.1,90.66268596,-4.899935,1,"CSNK2A1_2.PIK3C"
"MDA-MB-415","CSNK2A1_2","PIK3C",3,0.1,2.827892974,0.7003624,0,0.011502242,1.6283255,13.29221186,27.40386,1,"CSNK2A1_2.PIK3C"
"MDA-MB-436","CSNK2A1_2","PIK3C",3,0.1,2.204998791,1.2420782,14.44445501,0.013173242,2.7131195,27.2081061,37.50934,1,"CSNK2A1_2.PIK3C"
"MDA-MB-453","CSNK2A1_2","PIK3C",3,0.1,1.255997111,1.6183336,0,0.018377689,2.4119431,10.78559748,13.06149,1,"CSNK2A1_2.PIK3C"
"T47D","CSNK2A1_2","PIK3C",3,0.1,0.177453135,0.8919687,19.33563363,0.009101201,1.8931178,22.94452495,11.46227,1,"CSNK2A1_2.PIK3C"
"A549","CSNK2A1_2","WNT",3,0.1,1,0,100,0.016785258,4.7284491,7.08696956,1.658347,1,"CSNK2A1_2.WNT"
"Calu-3","CSNK2A1_2","WNT",3,0.03,1,0,100,0.029749007,10,0,20.59812,1,"CSNK2A1_2.WNT"
"Calu-6","CSNK2A1_2","WNT",3,0.03,3,0.9458816,44.91802932,0.007983509,1.6598348,6.95984764,-5.879417,1,"CSNK2A1_2.WNT"
"DMS-114","CSNK2A1_2","WNT",3,0.03,3,0.4098692,64.3060648,0.00771345,4.0857489,16.78546397,-26.28739,1,"CSNK2A1_2.WNT"
"NCI-H1299","CSNK2A1_2","WNT",3,0.1,1,0,100,0.025876953,1.9841679,11.36266511,36.40351,1,"CSNK2A1_2.WNT"
"NCI-H1437","CSNK2A1_2","WNT",3,0.1,0.065978737,1.1079593,90.83315004,0.010714792,3.6695677,12.91006048,33.38422,1,"CSNK2A1_2.WNT"
"NCI-H1703","CSNK2A1_2","WNT",3,0.1,0.027781058,10,80.82498809,0.011026188,3.1815947,10.95846055,21.16992,1,"CSNK2A1_2.WNT"
